,location,dt,tweets,sentiment,distance
12078,capiz,2013-11-01,-0.41824913693867666,1.990083947121892,0.012139834932693827
12079,capiz,2013-11-02,-0.3848645908737685,0.6182272995126611,0.0
12080,capiz,2013-11-03,-0.3848645908737685,-2.5009682297036315,0.0
12081,capiz,2013-11-04,-0.40307434327280933,0.5555222250598681,0.0
12082,capiz,2013-11-05,-0.4000393845396359,-4.338550543752922,0.0
12083,capiz,2013-11-06,-0.3696897972079012,-1.068611199539343,0.0
12084,capiz,2013-11-07,-0.08136871755642161,-1.574737111207083,0.25797149231974487
12085,capiz,2013-11-08,0.21909219702775184,-2.1985493634504065,0.5584324069039184
12086,capiz,2013-11-09,0.9626570866552518,-2.6901632842930923,1.3019972965314184
12087,capiz,2013-11-10,0.31621087648930285,-1.471779482567775,0.6555510863654693
12088,capiz,2013-11-11,0.1917775684291906,-1.53522720133131,0.5311177783053571
12089,capiz,2013-11-12,0.14625318743158858,-1.5738466377545477,0.4855933973077551
12090,capiz,2013-11-13,0.17963773349649675,-1.1243415384496964,0.5189779433726632
12091,capiz,2013-11-14,0.28889624789074164,-1.348736377399393,0.6282364577669082
12092,capiz,2013-11-15,-0.02370450162612569,-1.2301667624706472,0.3156357082500408
12093,capiz,2013-11-16,-0.01763458415977875,-0.39505509324639404,0.3217056257163877
12094,capiz,2013-11-17,-0.13903293348671752,-1.2797223733913865,0.20030727638944895
12095,capiz,2013-11-18,-0.02673946035929916,-1.3727093558019512,0.31260074951686734
12096,capiz,2013-11-19,0.01574996190512941,-1.0507036834573003,0.35509017178129587
12097,capiz,2013-11-20,-0.1511727684194114,-0.7594439685143984,0.18816744145675507
12098,capiz,2013-11-21,-0.16634756208527873,-0.5800267656651887,0.17299264779088774
12099,capiz,2013-11-22,-0.142067892219891,-0.4287735237744414,0.19727231765627548
12100,capiz,2013-11-23,-0.28167599394587056,-0.4897500466091523,0.057664215930295915
12101,capiz,2013-11-24,-0.3484450860756869,0.4549432605036476,0.0
12102,capiz,2013-11-25,-0.3180954987439522,0.3112692849310719,0.021244711132214267
12103,capiz,2013-11-26,-0.2998857463449114,-1.7576193391189328,0.03945446353125509
12104,capiz,2013-11-27,-0.290780870145391,-0.9329802138579559,0.048559339730775475
12105,capiz,2013-11-28,-0.30292070507808483,-0.7783991651927812,0.03641950479808165
12106,capiz,2013-11-29,-0.33630525114299303,-1.914876566454842,0.003034958733173443
12107,capiz,2013-11-30,-0.29381582887856444,-0.23016387678314143,0.04552438099760203
